Applicant ID,Gender,Marital Status,Age,Employment Status,Employment History (Years),Annual Income,Co-applicant Income,Loan Amount Requested,Loan Term (Months),Credit History,Credit Score,Existing Loan EMI,Debt-to-Income Ratio,Property Area,Approval Status
e9f3ded2-4b0c-49da-883c-ee396381c943,Female,Married,58,Unemployed,0,0,0,55834,240,0,831,1454,0.24,Semi-Urban,1
adc3e20c-09ac-4d0f-b271-6db34f3e0f2f,Male,Single,22,Employed,29,147451,39201,448561,120,0,540,1260,0.34,Semi-Urban,0
fa19ae3c-3976-46b4-b055-802af2445dd5,Female,Single,57,Unemployed,0,0,0,169832,240,2,355,1031,0.1,Rural,0
e9f0fc73-d5a0-4500-9cbc-7b9996a68d69,Female,Single,49,Employed,23,89393,11686,122728,300,1,492,275,0.36,Rural,1
e0a8fdd1-b43b-44b6-9c26-1331e35046c5,Male,Married,49,Employed,10,100218,25356,318225,300,0,443,1131,0.35,Rural,1
b642bc52-f089-46a2-8649-e983bb129e99,Male,Single,27,Unemployed,0,0,0,165543,60,0,768,1748,0.36,Rural,1
07341edf-351a-40c4-b403-f5aa6b83eaa4,Female,Married,57,Self-employed,29,123421,14509,460645,120,0,505,195,0.17,Rural,0
d4fa1128-2840-4399-a618-99c5603957a9,Male,Married,33,Employed,24,31620,7553,144761,360,1,558,781,0.16,Semi-Urban,1
afa14892-92f7-4ed2-bc7f-37cae8961d8e,Male,Single,20,Self-employed,24,69635,49436,297438,60,1,661,636,0.36,Semi-Urban,1
30e85e83-b991-437e-9a25-8a5524798997,Male,Married,57,Employed,29,87998,45627,239743,240,1,539,998,0.16,Urban,0
fe09be52-9906-4b7a-84cf-6c265d5e4d4a,Female,Single,43,Employed,11,28420,31221,174000,300,2,745,1126,0.35,Rural,1
a90b9429-03d1-41d7-9e70-2098043a38db,Male,Single,51,Self-employed,17,99376,33146,273801,180,1,517,1868,0.47,Rural,0
45fd0db3-56a3-41c0-ad21-2b3e48f9e21b,Female,Married,47,Unemployed,0,0,0,470888,300,1,544,1487,0.27,Rural,1
c74ec831-34a0-44b6-be0e-5528b6dd3ba4,Female,Single,45,Unemployed,0,0,0,162701,120,2,301,691,0.36,Urban,0
d037e8c4-ccf5-4797-9028-50154929b540,Male,Married,52,Self-employed,7,46174,36609,249323,180,0,564,1010,0.31,Semi-Urban,0
0063756d-4fe0-497e-8ce7-b1fc96820bea,Female,Single,51,Employed,7,76927,38721,259909,240,1,849,1709,0.21,Rural,0
5196ace1-76eb-4832-ae5a-dc556820f91a,Female,Married,58,Self-employed,15,42557,33061,54654,300,2,778,523,0.16,Semi-Urban,1
da1b4302-e652-4dfd-b968-4030e32e1364,Female,Married,34,Self-employed,17,149467,40839,114629,360,0,823,1033,0.48,Urban,1
0f7343b5-4948-43d9-9503-220619eb2e41,Male,Married,31,Self-employed,29,135984,8057,452532,180,2,793,1503,0.25,Urban,0
7da8e277-55ed-495a-b301-a407e48677e0,Female,Single,54,Employed,22,28931,471,316729,120,2,472,732,0.24,Semi-Urban,1
5860e360-c22c-4852-aea0-2f796e4ab8b5,Female,Single,52,Self-employed,20,148045,29228,280941,360,2,675,1581,0.49,Urban,0
5a85c2e5-5161-460d-aae1-10f5c26d7576,Male,Married,37,Unemployed,0,0,0,433171,60,1,332,434,0.5,Rural,1
f833db9a-0b57-4aa3-a774-7a454543cd5e,Male,Single,60,Self-employed,24,112649,40617,433540,120,2,353,1891,0.39,Semi-Urban,1
8d417d6b-b668-4a9b-9492-2a4734b434b3,Male,Single,44,Employed,1,90507,46300,332954,120,2,526,1088,0.37,Urban,0
02ee5f6f-0f9e-4f3e-b1aa-f6712405e5ba,Female,Single,42,Unemployed,0,0,0,439504,120,0,451,1844,0.38,Rural,1
9bb3d2fa-7972-475d-acee-8f9083aad957,Female,Single,59,Self-employed,19,45475,34100,401608,60,1,309,1932,0.18,Rural,1
89b6f0cc-1d6b-41ca-952e-1aaac4951d45,Male,Single,53,Self-employed,28,137197,49251,97510,300,2,431,713,0.46,Semi-Urban,0
632bae25-fef1-440b-a718-14dea602496a,Male,Single,26,Self-employed,27,120569,3209,260560,60,1,551,323,0.49,Rural,1
3a749f05-349c-4bb7-a916-28f4b872ac97,Male,Married,34,Self-employed,16,85315,13507,168496,360,1,467,780,0.2,Urban,0
5a229c49-5b5b-4968-be7e-e8c581103cef,Female,Single,43,Unemployed,0,0,0,268751,120,0,622,1916,0.16,Semi-Urban,0
9b2780cd-cce0-4a98-8204-57f875ca0c05,Male,Married,39,Employed,16,29454,8684,80624,60,1,820,570,0.33,Urban,0
7d9dd9b3-fd15-4e86-8ec4-305bb7ff0dc4,Female,Single,60,Unemployed,0,0,0,368093,180,0,321,767,0.26,Rural,0
ea495626-2bf4-4397-a460-4876b3f1f791,Female,Single,22,Employed,30,132974,43115,170450,60,0,378,63,0.32,Semi-Urban,1
a2d6cd8c-33f5-4031-88aa-c360fa56e92f,Female,Married,40,Self-employed,26,21862,27524,81324,120,2,645,1092,0.42,Semi-Urban,0
10672af4-8a89-4afc-83be-355ba67cf812,Female,Married,32,Unemployed,0,0,0,448190,180,0,751,1762,0.14,Rural,1
2ab82a2e-f327-43ed-a1a4-f5580be2fab8,Male,Married,36,Self-employed,10,26211,42147,470407,180,1,413,696,0.22,Semi-Urban,1
dd9d3db1-d6c7-4edc-b3a7-c9c689fa809b,Female,Single,31,Employed,13,94047,10496,51743,180,1,416,605,0.3,Semi-Urban,1
84c5026e-f307-43b2-bb84-20f70a774a0d,Male,Married,31,Unemployed,0,0,0,383369,180,2,550,1161,0.3,Rural,0
ea9a7c47-9b22-4425-96f4-f6c030620702,Female,Married,21,Employed,29,62214,40922,470905,300,0,373,209,0.46,Rural,1
0eae4695-31f5-4ec7-ba83-a27ab28b5e12,Male,Married,55,Self-employed,3,99714,25170,490728,240,0,717,215,0.46,Semi-Urban,0
d40ba1ac-a007-4edb-b1cd-efc802e16ffa,Male,Married,46,Employed,20,31714,10262,491289,360,0,821,1251,0.48,Rural,0
d46177ae-1dbb-4fc0-bcf5-6afc25938963,Male,Single,50,Self-employed,30,51501,22659,271753,120,1,653,1990,0.14,Rural,0
d2bda3d6-7288-45ed-a526-aa86af89b7a1,Male,Single,48,Unemployed,0,0,0,85812,240,0,606,1383,0.34,Urban,1
e4c0342c-78bd-4535-b270-df6ef1e853c4,Female,Single,59,Self-employed,16,126805,43296,63869,240,1,318,236,0.12,Urban,1
720d41aa-7e7e-40e4-bc08-c69a945978cf,Male,Married,40,Self-employed,30,52807,33009,422492,120,1,301,1993,0.25,Semi-Urban,1
3ec3a6a9-3e09-4da8-887f-6eb395faeac1,Male,Married,39,Employed,13,28362,23342,233838,300,0,718,350,0.42,Urban,1
be937127-5e5f-413f-bbb1-f1f075e3d5d4,Male,Married,29,Unemployed,0,0,0,252200,60,1,528,935,0.21,Semi-Urban,1
b52f9542-b659-453d-9600-7ae6216b1d28,Female,Single,48,Self-employed,2,147153,38205,273301,240,2,411,1577,0.25,Rural,0
369dabf7-49e8-403d-b9dd-523e9a1609fa,Male,Married,53,Unemployed,0,0,0,186120,180,2,602,1187,0.32,Rural,0
daa6b90a-00b5-41a1-af40-771f95ea1aaa,Female,Single,60,Self-employed,1,96922,41415,455086,360,2,566,445,0.2,Semi-Urban,1
e1e93262-3661-4294-b883-227eb5c7f0e8,Female,Single,53,Unemployed,0,0,0,473838,60,1,512,1852,0.24,Rural,0
486c9fd9-5b81-4bd5-bec2-51ae4cfd5a98,Female,Single,41,Self-employed,8,29986,43145,251510,360,0,696,582,0.11,Rural,0
77f7cf18-e4c7-436f-bd9d-cc418718b4bc,Female,Single,22,Employed,26,149148,45760,444932,60,2,600,1290,0.13,Rural,0
c39dee56-d6f9-41bc-8556-2d540cd29b08,Female,Single,21,Employed,19,65124,10464,485934,60,1,387,816,0.3,Semi-Urban,1
97ce7233-84da-4b2c-b2cc-937e6b953803,Female,Married,56,Unemployed,0,0,0,364778,360,1,433,690,0.17,Rural,0
65043897-9141-4243-ac23-71786c063bcb,Male,Single,30,Self-employed,17,66167,7197,420232,300,1,825,39,0.32,Semi-Urban,0
d3b7c82d-7700-4120-b971-6052226c73fa,Male,Married,33,Employed,23,114094,13105,346214,60,1,563,1074,0.24,Urban,0
9b567061-0929-44bc-a672-30da6057aa99,Male,Single,57,Employed,15,31429,2459,230418,360,1,601,537,0.41,Urban,1
e74afecf-7ed4-4891-bb2d-8c8f912a26e7,Male,Single,22,Unemployed,0,0,0,187623,240,0,383,467,0.37,Semi-Urban,1
08a532aa-619a-4a86-abf5-c292d61a1267,Female,Single,48,Employed,14,119809,39579,108615,120,2,738,1891,0.11,Rural,1
cc8309cc-86b7-4d52-b187-50ce179a6e57,Male,Married,22,Unemployed,0,0,0,480486,300,0,691,215,0.47,Semi-Urban,1
fdbce164-3e46-463f-8fd0-84bcafababd9,Male,Single,34,Unemployed,0,0,0,105496,120,0,837,597,0.17,Rural,0
6a196720-a4aa-4420-b686-44326b67b442,Female,Single,33,Self-employed,18,87901,42435,384722,300,0,843,1509,0.46,Rural,1
3084ca60-29ab-45c6-8f77-0608516183db,Male,Single,44,Employed,30,51577,35981,104453,300,1,797,1282,0.25,Semi-Urban,1
487728b2-c8d0-4284-ab37-096d5b11d24d,Female,Married,31,Unemployed,0,0,0,318846,360,2,836,266,0.43,Rural,1
5022adbb-c9e4-4262-8ff6-2029339309b4,Male,Married,60,Self-employed,3,99253,25969,250822,300,0,572,627,0.35,Rural,1
dafed74c-c0b2-4132-a87a-a5286aab817c,Female,Single,59,Employed,27,53609,14790,373996,360,1,722,1534,0.23,Urban,0
bfd48ef5-8d7c-41d8-9bfe-a80da07230ce,Female,Single,29,Unemployed,0,0,0,103918,180,1,637,824,0.27,Urban,1
df5d9d2e-3111-4ccc-bcfc-087f1013bea0,Female,Single,53,Employed,25,128291,6873,77009,360,2,764,1930,0.34,Urban,1
1a690d9a-2b0a-41b7-ba84-e366104da570,Female,Single,55,Unemployed,0,0,0,316535,180,2,325,1382,0.3,Urban,1
14889ab8-0e7f-424e-bad7-06593a9c5b75,Male,Married,24,Self-employed,8,127703,7794,185382,120,1,543,431,0.32,Urban,1
ab6d518c-ee31-4c32-b25e-403cd42f7496,Female,Single,37,Unemployed,0,0,0,334074,60,2,538,1106,0.48,Semi-Urban,0
527d153b-d692-423b-904b-a1f50ee229bd,Male,Married,45,Unemployed,0,0,0,259083,120,0,437,134,0.2,Urban,1
80c64270-35be-4d5d-a19b-90c0431f0b6c,Female,Married,27,Self-employed,3,139257,23048,259398,120,0,625,1980,0.28,Semi-Urban,1
b1ab7178-e41b-4233-86e7-7b1fe1663b2a,Female,Married,54,Employed,26,93060,1689,357716,360,0,431,1912,0.47,Semi-Urban,1
9ef4708c-6bd5-4bbb-9e4d-3e5af49dbd0d,Female,Single,26,Employed,8,83136,7229,230106,360,0,791,1558,0.32,Urban,1
0bb5d482-551d-42d8-9cbc-933e5943b8c6,Male,Single,25,Self-employed,11,52596,957,407314,240,2,619,1194,0.29,Urban,1
570984ab-58d8-4ba8-99f4-6cfabff46640,Female,Single,45,Self-employed,24,98760,40976,460340,360,2,748,1203,0.44,Rural,0
c85f735c-0059-410a-823f-f66b7781806f,Female,Married,42,Employed,1,122042,26903,391525,240,0,608,950,0.35,Urban,1
13abc5a7-05f3-46d5-b4c9-c02c87faa0cb,Female,Single,49,Self-employed,24,116055,5374,224943,120,0,841,496,0.3,Rural,1
43d69e4e-8b8b-468b-8fc3-ba21666da41c,Female,Single,42,Unemployed,0,0,0,486001,120,0,589,1544,0.15,Rural,1
5029e2a6-3c8b-4231-933f-2cc375fc02e5,Male,Married,42,Unemployed,0,0,0,230915,240,0,448,944,0.27,Semi-Urban,1
515eb2cd-8434-48b3-927c-428497557010,Female,Married,39,Unemployed,0,0,0,202323,360,0,364,814,0.13,Rural,1
a4bbdb8a-98b4-4171-9e3e-a518f993be58,Male,Single,24,Unemployed,0,0,0,498332,120,0,419,592,0.49,Semi-Urban,1
b1618be4-a092-4cfb-b689-c2c65ee77624,Female,Married,52,Unemployed,0,0,0,472554,360,0,356,1647,0.15,Urban,1
ded70fd0-ae93-4a42-80d7-65773f31e25e,Male,Single,45,Unemployed,0,0,0,474971,360,0,331,875,0.22,Semi-Urban,1
396e7bfc-84af-4587-a2a0-6f1510a192ad,Male,Married,53,Self-employed,26,52709,3773,177199,60,1,329,620,0.31,Rural,1
a939a06a-401c-430c-9ff3-ec6cc571038b,Male,Single,42,Employed,1,86377,43314,301744,180,1,652,741,0.46,Rural,1
b71eff88-92e2-4d8e-8755-5e48bb06596a,Male,Single,45,Self-employed,24,30278,7985,468948,120,0,451,499,0.2,Rural,1
96f1a0f6-4aaf-4a3c-9087-61d6e499309a,Female,Single,58,Self-employed,13,64640,34709,389923,300,0,498,1102,0.34,Semi-Urban,0
f4aaa875-618f-47cc-9d19-fd71d9c3b7be,Male,Single,47,Employed,27,120310,15459,77998,120,0,580,1977,0.29,Semi-Urban,0
0ac35667-26a0-455b-83c2-ed1d7c648f6f,Female,Single,33,Unemployed,0,0,0,134313,60,1,412,1545,0.29,Semi-Urban,0
29e5ecce-5c68-4af1-9121-e249a713e039,Female,Single,39,Unemployed,0,0,0,203857,240,2,348,685,0.36,Semi-Urban,1
20ca87d3-c609-40e1-81f8-e254aeb01d59,Female,Married,47,Self-employed,16,118208,13796,179322,240,2,848,1486,0.15,Urban,0
3de87240-cf14-4727-ac57-6bf3b18ff7e5,Female,Single,26,Self-employed,20,143690,33326,58007,360,1,533,1426,0.45,Urban,1
778da594-ff77-4b32-b1a5-c4343a50b10a,Female,Single,39,Employed,3,44597,2002,135095,360,2,751,852,0.27,Semi-Urban,1
ad6c8989-5749-423e-b933-6eaa445c4096,Female,Married,54,Self-employed,18,72432,37072,122939,240,1,436,227,0.43,Rural,0
a4b81cf6-813f-4434-ac11-9cd7487fc699,Male,Married,47,Self-employed,12,145648,30881,246626,360,1,565,1689,0.1,Urban,1
cf5892fc-583f-47df-94a0-90859146ae22,Male,Single,54,Self-employed,12,37346,45859,378212,60,0,789,907,0.47,Rural,1
5923a80e-2f12-4f9f-a96a-6b9f358f12a2,Male,Married,57,Employed,20,114762,41565,62251,240,2,539,657,0.22,Rural,1
0c78a89e-bc08-4e47-a89d-9b2d80f9bb48,Female,Single,54,Self-employed,12,27030,3690,406900,300,0,441,1159,0.43,Urban,1
6a9888d5-fe46-4f1f-853c-a880ff586235,Male,Single,38,Self-employed,7,34889,14244,132865,120,2,394,1285,0.23,Rural,1
b70039bc-02b6-486a-afe2-e0f675a40307,Female,Married,48,Employed,30,47176,40383,84168,300,1,339,569,0.47,Urban,1
739b4598-3fd4-40bd-96d0-2f5d3c72f465,Male,Married,41,Self-employed,19,58928,45495,313355,180,2,586,1869,0.28,Rural,1
76a64506-7866-498e-bcdc-519324dc8ed0,Female,Married,46,Unemployed,0,0,0,57387,60,1,519,34,0.18,Rural,1
a0f3e6a3-0fb3-4034-9ccd-0acc5f4af658,Female,Single,31,Self-employed,25,99440,47153,154429,360,2,622,1553,0.44,Semi-Urban,1
748c5bdb-5af9-4688-b593-ac3b92046923,Female,Married,40,Unemployed,0,0,0,431590,360,1,451,738,0.15,Rural,1
a067925e-6166-4761-ae9b-2695bd99e7e5,Female,Married,31,Employed,25,68576,39473,341713,60,2,338,760,0.47,Rural,1
c475cc3b-e21e-486e-8226-f0f4c2c5c350,Male,Married,53,Employed,29,114395,3973,468936,300,2,662,1589,0.35,Semi-Urban,1
b0d98706-c370-46a7-81ae-3ecf5b2d2907,Female,Single,40,Unemployed,0,0,0,469765,240,2,775,1377,0.23,Semi-Urban,1
4d783898-49ee-4ce9-b30b-798cadb98702,Female,Married,33,Unemployed,0,0,0,245690,360,1,720,1209,0.46,Rural,0
a1cc29e1-edf4-4566-935f-a556f924eaa8,Female,Married,58,Employed,0,87726,9171,230764,180,2,446,80,0.4,Urban,1
4661e1e3-3929-49e5-ad3b-b1dd2c0eb3ab,Female,Single,43,Employed,29,147331,24254,414481,300,1,583,32,0.19,Rural,0
3f5b7559-fcc8-4942-99bf-f03f030e7a14,Male,Single,41,Employed,22,106497,12649,329248,360,0,750,1632,0.14,Rural,1
44fca082-d7aa-4540-a74a-2f171ed7ff1a,Female,Single,56,Self-employed,16,82505,24535,496927,360,2,661,1696,0.1,Urban,1
02fe7521-c26a-477c-8afa-8b1b6902731b,Male,Married,44,Self-employed,3,31793,1096,212689,240,1,442,641,0.17,Semi-Urban,1
1eebdf0c-a907-4c6a-8366-acb594632efa,Female,Single,52,Unemployed,0,0,0,375595,240,0,712,33,0.14,Urban,1
a187a44c-59a1-4550-a503-a132f15e9615,Female,Single,27,Unemployed,0,0,0,388979,300,2,747,1208,0.17,Rural,0
4982d789-43e0-44d3-ad1c-a9f5f7adab08,Male,Married,29,Unemployed,0,0,0,259281,180,1,698,629,0.43,Urban,1
688d51c4-e988-4fd1-ab94-fc8bf533aa5d,Male,Married,41,Employed,30,45087,17508,261575,60,1,619,234,0.3,Rural,1
70c132c0-0e2c-4980-9ba4-e199f4dfe631,Female,Single,25,Self-employed,20,97787,4062,139786,300,0,771,1434,0.4,Semi-Urban,1
99048d8f-a146-42d4-bcc7-3c3260b78527,Male,Married,47,Unemployed,0,0,0,184416,60,2,672,32,0.26,Semi-Urban,1
26954472-ba4a-4259-b3d9-cf558a1e3495,Female,Married,39,Unemployed,0,0,0,305720,120,1,669,205,0.26,Urban,1
c09c70b9-04f4-419a-b321-f09b42b7c32b,Male,Married,30,Unemployed,0,0,0,318089,180,1,768,1239,0.25,Rural,0
b892ca0b-ab90-4af9-bde5-83dcf7ffe2a9,Male,Single,58,Self-employed,5,54224,28127,468145,240,0,631,1904,0.15,Semi-Urban,1
1686cc12-e681-4321-a794-6c7664ce8264,Female,Married,31,Self-employed,24,64995,13937,377705,360,0,379,1614,0.36,Urban,1
b43ce84a-ea5f-4e1b-b57c-ff0b8d9dcdf1,Male,Married,60,Self-employed,12,93192,28807,277835,120,0,801,498,0.12,Semi-Urban,0
ba51f946-2c34-42b7-8700-a9189e9b3288,Male,Married,20,Employed,13,85381,26533,70491,360,1,631,1721,0.23,Rural,1
b2b15f55-c786-4eac-a6e1-b340bce546a6,Female,Married,45,Self-employed,14,109015,7108,453019,120,1,351,1356,0.47,Rural,1
f42f46c3-ed2d-4223-891f-9e786af31fa9,Male,Married,24,Unemployed,0,0,0,362956,120,0,849,794,0.13,Semi-Urban,1
83b27449-e65b-4020-92a3-1ee446ffb934,Male,Married,32,Self-employed,6,26537,45296,134085,300,2,445,257,0.43,Rural,1
03ab7560-365d-47e2-83b7-426ee66ff6af,Male,Married,52,Self-employed,8,134717,21745,309290,240,0,403,1424,0.3,Urban,0
127aac1c-d6a8-4e02-ad0e-cdeb0eb3bb49,Male,Married,45,Unemployed,0,0,0,107500,240,1,717,1930,0.46,Urban,1
7a55884f-515c-40a6-a0bf-16e4d79559a5,Male,Single,31,Self-employed,18,81130,43072,281658,300,2,649,608,0.19,Rural,1
7e00d85a-93cf-454b-a929-12a58433c267,Female,Single,29,Self-employed,24,136378,13163,205563,300,1,535,1762,0.16,Rural,1
a98236e3-714e-43a0-8321-00237b196150,Female,Single,33,Self-employed,26,82006,48364,225444,360,2,537,775,0.11,Urban,1
ce20bb8c-0f55-43fc-ac76-3d54cda06f72,Female,Single,45,Unemployed,0,0,0,447834,240,1,387,1715,0.37,Urban,1
e175932d-c1f1-4431-bbbd-2fb3a75a6a2c,Female,Single,42,Unemployed,0,0,0,68410,60,0,346,1978,0.48,Rural,0
415f9714-29eb-4f52-bae3-4b46a75e7b1b,Male,Married,54,Unemployed,0,0,0,201457,120,2,546,200,0.39,Semi-Urban,1
71beeaef-b3e8-4aba-9c9b-8d5e86a0ec92,Male,Single,36,Unemployed,0,0,0,474883,180,0,684,1474,0.44,Rural,1
b7ad3477-5b84-4dc5-9c78-73cac8ea3a2b,Female,Single,40,Employed,12,72892,3376,234840,180,0,840,175,0.19,Semi-Urban,0
804bd28d-cff6-417b-bebf-fef828ab64b3,Female,Married,60,Unemployed,0,0,0,106841,120,2,826,717,0.42,Semi-Urban,0
40615c13-56d9-4bce-aa9a-1002a79cdef7,Male,Married,31,Employed,1,100137,16174,184917,360,1,775,591,0.48,Semi-Urban,1
7b46782e-ffd8-449c-ab1e-80eef9b2dd86,Female,Single,30,Employed,1,126960,31414,450131,300,1,307,1580,0.44,Urban,1
e9eb76f0-a808-4069-b4f8-68a17b2f2dcd,Female,Single,41,Self-employed,16,59599,4721,130053,360,2,698,896,0.3,Urban,1
1350e056-fb20-4301-a437-3583b15c2c68,Female,Married,29,Unemployed,0,0,0,458523,240,1,619,263,0.16,Urban,1
6d2ebd65-17ad-45d0-9516-92df57e08992,Female,Single,47,Self-employed,0,107410,5820,118032,360,2,355,885,0.41,Semi-Urban,1
05a5eb98-ad86-4799-af58-44d782df572f,Female,Single,57,Employed,15,102391,32669,316376,240,0,465,962,0.34,Semi-Urban,1
d52145b7-4a9e-4672-a9a9-9d741785b5d3,Female,Married,38,Self-employed,15,102368,28315,394811,120,0,578,1124,0.46,Rural,1
7032a4fc-6bd7-42bb-b0e9-74c345a2f876,Female,Single,24,Unemployed,0,0,0,481871,180,1,313,1165,0.17,Semi-Urban,0
bec4c704-7c1e-4b31-88f1-221edfcac186,Female,Married,38,Self-employed,24,87352,4891,62927,300,1,772,447,0.24,Semi-Urban,1
54ae9c79-87f4-4d2f-9a09-578a59696953,Male,Married,54,Unemployed,0,0,0,499581,300,0,526,438,0.37,Semi-Urban,0
d023990f-4e02-459d-86a6-89b68d663fcf,Male,Married,21,Employed,24,144826,12436,331205,120,0,642,1392,0.46,Semi-Urban,1
7eded253-7568-4ab4-89a8-ddc8430c51af,Male,Married,43,Self-employed,25,90773,879,279344,300,1,346,15,0.16,Rural,0
78a5b62f-8b68-42d9-af5e-ee1bd0106e82,Male,Married,22,Employed,25,46047,46200,63837,240,0,352,424,0.1,Rural,1
a41796d5-e720-4457-8e77-ca6c36fbe71c,Male,Single,33,Self-employed,22,30565,11607,476835,120,2,599,1552,0.29,Rural,0
7ddcb271-b61b-4817-a7a2-6c7f4994fd72,Male,Married,25,Employed,0,87717,17117,232763,300,0,798,1813,0.39,Semi-Urban,1
5dfcfe77-362e-4fb5-a262-e226d2ec4ce6,Female,Married,37,Employed,20,54671,19625,260284,60,0,498,1606,0.48,Semi-Urban,0
6e6d6195-7c57-4cf2-a557-d5ef54f6ba64,Male,Single,28,Employed,0,134584,43529,308003,180,0,668,514,0.14,Urban,0
fe4b0aea-8299-461d-b17e-e4ac8bdbf223,Male,Married,48,Unemployed,0,0,0,177821,120,2,794,258,0.26,Rural,1
02773f5d-ac9b-4c65-8b67-854d5e473b64,Male,Married,59,Self-employed,4,53731,22568,175087,300,1,744,1401,0.27,Urban,1
b83226a4-035f-4019-8b28-801d6e495837,Female,Single,27,Unemployed,0,0,0,493901,240,1,605,1519,0.38,Urban,1
3df47985-7db8-4fb1-acc4-66a8ca06ebab,Female,Married,46,Employed,16,23227,10482,454460,60,1,649,1580,0.45,Urban,1
f73aae58-3ca3-4b12-b8e3-728a98701aeb,Male,Single,53,Employed,16,138849,39349,110513,240,0,736,358,0.1,Urban,1
6966fcf5-06e3-46c2-9361-5a5e100ba81b,Female,Married,27,Employed,17,61666,12583,250180,300,2,639,731,0.25,Urban,1
cc9ad1ed-77a2-409b-a207-9f2c3e2b3499,Female,Single,30,Unemployed,0,0,0,428198,180,0,591,634,0.37,Urban,0
629c2828-cd56-49c4-b21d-90a133d93cd1,Male,Single,59,Self-employed,6,48445,23522,312390,360,2,570,133,0.47,Semi-Urban,1
5779106d-1b0f-4af0-a246-4e5214adffae,Male,Single,57,Employed,12,95472,40828,309583,240,0,565,557,0.35,Semi-Urban,0
24341e6c-309e-479a-8705-0dee678a1dd8,Female,Single,26,Unemployed,0,0,0,440711,60,0,372,1229,0.38,Rural,1
8cf2caee-ed9b-4a25-9506-43a12d51691b,Male,Single,24,Unemployed,0,0,0,345095,120,1,382,1882,0.39,Rural,1
2bcb20b1-a64d-4871-8cf2-ef99f07910c8,Male,Single,23,Self-employed,28,104658,33889,92130,360,0,366,1459,0.49,Semi-Urban,1
276e5589-e240-4ed7-9ba6-87c9982f0da5,Male,Single,45,Self-employed,5,33796,8601,58681,300,0,603,1521,0.28,Rural,0
a688ab1e-34a6-45f5-8297-d587bd9860ab,Female,Single,60,Self-employed,10,147222,21371,290253,60,2,847,1741,0.47,Urban,0
d9eaf1ac-a5d8-4f4b-958e-d93c9788a63b,Male,Single,50,Unemployed,0,0,0,122136,120,1,636,44,0.19,Urban,0
73cb6878-a9be-4e36-a2d2-16c08f4b4983,Male,Married,31,Employed,28,93747,12575,235757,60,0,468,1088,0.14,Rural,1
7ae7b1fb-4d79-4d79-8393-3fd635409708,Male,Single,59,Employed,14,118709,19724,309235,60,0,359,1222,0.15,Urban,0
d347c128-591e-4e55-a727-e91f04e0f97e,Female,Single,38,Unemployed,0,0,0,396272,240,1,724,200,0.24,Rural,1
80e552b4-86b2-447e-a8b1-444d4850b44b,Female,Married,25,Employed,21,110399,42935,171643,60,2,340,541,0.43,Rural,1
2d336411-b147-459d-ae12-90badb51581b,Female,Single,20,Self-employed,23,47990,6883,342777,300,1,574,1259,0.32,Semi-Urban,1
6774e58f-18e4-4d7a-8756-beded642a942,Male,Single,60,Employed,21,84226,33332,497022,180,1,846,846,0.48,Rural,1
e02a038b-01d3-4f49-a82a-adc8b11a99d8,Female,Single,34,Unemployed,0,0,0,122288,120,0,387,42,0.21,Urban,1
3a11ceaa-e9be-41cb-9c04-969537cd268a,Male,Married,52,Unemployed,0,0,0,318891,360,2,451,118,0.27,Rural,1
67e32ad2-97cd-4d50-b890-f3ed653ece25,Male,Single,46,Unemployed,0,0,0,322449,240,1,373,1479,0.11,Urban,1
bdf5ae9f-d668-4268-bc40-6387fe69520b,Female,Married,55,Self-employed,24,50211,10645,111838,120,2,772,97,0.46,Urban,1
d6988fe5-4377-4bc3-87e9-4241e02795c9,Female,Single,42,Employed,0,75492,584,358499,360,2,521,1980,0.44,Semi-Urban,1
68cb6a5c-3cbd-4cbf-b443-d54b27b55171,Male,Married,60,Self-employed,9,50712,44137,209192,180,2,577,200,0.37,Rural,1
03dc14a1-f41d-44cd-92d8-b447aa8e3c29,Female,Married,27,Employed,23,46110,24543,390307,300,2,592,859,0.29,Rural,1
692b94c1-4ee6-443f-bb89-8f7535b15655,Female,Married,32,Self-employed,28,51122,19876,352838,120,0,381,1194,0.29,Urban,1
c55c8eef-5737-4e54-9cc5-81716241ee6d,Male,Married,28,Unemployed,0,0,0,232095,60,0,635,1955,0.23,Semi-Urban,0
0a2d9204-ebb5-4cb3-b8d6-07b2f0abc2a7,Male,Married,54,Unemployed,0,0,0,356792,300,1,344,396,0.23,Urban,1
8278afd5-f1c5-449d-bad0-0ea3a64285c8,Male,Married,42,Employed,3,134992,37928,169102,360,0,316,1055,0.12,Urban,0
81f2c291-0ff3-412f-b840-bc73eddd3940,Male,Married,21,Employed,21,21733,46667,314795,240,0,561,623,0.32,Rural,1
20a20133-1f3b-4ba6-8939-8c025a8c7856,Male,Married,43,Employed,17,24248,32524,368758,360,0,531,212,0.2,Urban,1
0dad019c-7a17-42ee-9c08-f452cd64f2d2,Female,Married,60,Employed,20,72499,14535,482163,240,0,567,1134,0.32,Urban,1
482800d7-1888-4662-81d1-040ff8ea3398,Male,Single,29,Self-employed,26,56570,26279,355347,240,0,672,1615,0.19,Urban,0
e68a13b9-34d5-4569-a15d-40a2177c9acc,Female,Single,49,Employed,7,83926,6493,320562,360,0,474,903,0.27,Semi-Urban,0
